25,84,0,100.88496,0,0.55429876,20,125,79.92278,185.7143,35,27,37,1.5,21,84,1,8,5,43,25,29,4,10,38,25,28,3,13,34,22,28,0,1,1,25,26,22,29,34,30,28,1,1,152,0,0,91,1,0,0,39,53.6,0,1,93,1,84,1,4,0,1,1
26,84,0,152.21239,0,0.7466065,15,88,144.78764,232.43243,21,25,18,1.8,17,84,1,54,26,31,25,31,29,53,41,29,36,24,55,18,25,26,1,1,1,23,51,63,29,33,28,35,1,1,160,0,0,64,0,0,0,48.1,74.3,0,0,102,1,84,1,0,0,1,1
27,84,0,61.061947,0,0.83710426,19,77,120.46332,184.9421,29,58,35,4.9,17,84,1,2,4,22,26,42,3,12,7,18,34,2,23,20,20,41,0,1,1,58,81,69,45,50,48,46,1,1,168.2,0,0,71,1,0,0,50,70,0,0,95,1,84,0,0,0,1,1
28,84,0,136.28319,0,0.5531676,20,68,105.4054,180.30888,23,20,13,2.9,15,84,1,6,26,50,35,53,29,6,44,33,48,24,7,50,31,48,0,1,1,60,68,63,20.9,23.1,19.9,23.9,1,1,156.6,0,0,53,1,0,0,47.3,68.2,3,1,92.2,1,84,1,4,0,1,0
29,84,0,152.21239,0,0.616516,23,66,123.552124,206.17761,35,21,18,0.5,23,84,1,39,25,26,21,20,28,46,22,19,18,23,48,23,16,18,1,1,1,44,61,63,18.9,21.3,21.2,22.6,1,1,156.9,0,0,70,1,0,0,48.9,62.5,3,1,91.2,1,84,1,3,0,1,1
30,84,0,131.85841,0,0.79411787,35,105,118.91892,206.94981,32,24,48,0.6,20,84,1,35,5,71,43,48,4,34,48,48,61,3,56,61,51,40,0,1,1,31,40,29,26,27,25,30,1,1,150,0,0,40,1,0,0,46.8,61.2,0,0,92,1,84,1,0,1,1,1
31,84,0,186.72566,0,0.9038464,32,49,160.61777,249.03474,57,48,65,5.4,16,84,1,52,14,26,26,28,16,52,33,29,34,12,52,25,24,30,0,1,1,58,55,55,29.8,30,27,35,1,1,156,0,0,69,1,0,0,49.5,76.1,0,1,109.1,1,84,1,4,0,1,1
32,84,0,71.68142,0,0.8325794,19,51,106.94981,168.33977,29,21,36,0.1,20,84,1,36,25,28,31,31,28,35,29,26,22,23,37,24,27,20,0,0,1,44,34,52,24.1,28.3,26,33.4,1,1,161,0,0,64,1,0,0,47,63,0,1,80,1,84,1,0,0,1,1
33,84,0,99.11504,0,0.91515857,28,87,118.53282,198.4556,35,42,18,0.1,14,84,1,32,25,44,37,14,28,32,50,34,17,23,32,37,28,19,0,1,1,71,91,85,44.5,59.1,44.9,43.1,1,0,162,0,0,64,1,0,0,47,61.3,0,1,72,1,84,0,0,0,1,1
34,88,0,43.36283,0,1.0339369,67,34,96.139,143.24324,32,42,49,0.8,19,88,1,27,25,72,52,21,28,26,67,52,20,23,28,72,47,19,0,1,1,50,65,54,39,45,46.2,48.9,1,1,173.4,0,0,81,1,0,0,53.6,80.9,3,1,95.3,1,88,0,0,0,1,1
35,88,0,61.061947,0,0.65610874,32,53,89.57529,145.55984,35,15,45,0.7,21,88,1,55,24,91,52,28,27,55,79,48,27,23,1,85,49,28,0,1,1,36,65,54,22.2,23.4,22.1,22.6,0,1,161.3,0,0,61,1,0,0,49.2,75.3,3,1,97.2,1,88,1,1,0,1,1
36,88,0,93.80531,0,0.8574663,45,71,54.054054,126.25483,54,40,51,0.6,24,88,1,30,26,36,37,36,29,29,43,43,36,24,31,38,36,36,1,1,1,27,31,25,35.9,34.6,37,38.9,1,1,175.4,0,0,111,1,0,0,53.2,57,3,1,81,1,88,0,0,0,1,1
37,88,0,273.45132,0,0.6187784,11,44,131.27414,228.57143,65,26,41,4.5,28,88,1,54,25,44,45,50,28,54,63,52,51,23,55,55,46,48,0,1,1,64,70,63,21.6,22.3,23.1,23.3,1,1,156.4,0,0,60,1,0,0,48.3,63.1,3,1,91.6,1,88,1,0,0,1,1
38,88,0,67.25664,0,0.9705885,78,78,78.76448,146.33205,39,35,49,1.1,23,88,1,40,26,77,44,27,29,59,81,43,25,24,42,64,38,27,1,1,1,70,63,69,32.2,27,35.1,31.3,1,1,172.1,0,0,116,1,0,0,54.9,76.9,3,1,92.8,1,88,0,0,1,1,1
39,88,0,61.061947,0,0.42533946,14,125,62.934364,153.28186,52,31,57,2.8,21,88,1,13,26,37,26,45,29,23,36,23,44,24,34,32,24,46,0,1,1,27,31,27,17,17.1,18.5,17.8,1,1,148.7,0,0,54,1,0,0,44.7,51.8,3,1,81.2,1,88,1,0,0,1,0
40,88,0,175.22124,0,0.7432129,59,65,81.081085,156.75676,23,39,47,2.6,23,88,1,9,10,45,36,19,10,9,43,31,14,7,11,43,35,16,1,1,1,68,68,67,0,24,0,28,1,0,163.4,0,0,51,1,0,0,49.8,69.5,3,1,90.8,1,88,0,0,0,1,1
41,88,0,332.74335,0,0.5407241,30,42,89.18919,193.8224,44,8,38,9.2,19,88,1,5,10,27,28,44,10,4,29,34,42,7,6,21,26,40,0,1,1,8,24,22,14.4,16.5,15,15.5,1,0,143.7,0,0,51,1,0,0,45,46.6,3,1,93.4,1,88,1,0,0,1,1
42,88,0,56.63717,0,0.8823532,70,78,107.72201,173.74518,15,41,47,2.6,17,88,1,7,8,72,49,28,8,6,71,47,25,5,8,65,46,26,0,1,1,70,81,85,32.9,35,36,40.5,1,1,168.6,0,0,98,1,0,0,54.2,62.9,3,1,85,1,88,0,0,1,1,1
43,88,0,336.28317,0,0.677602,51,60,89.57529,212.74132,35,13,39,3.3,15,88,1,55,8,58,48,47,8,54,52,43,48,7,0,59,45,48,0,1,1,58,51,48,17.1,18.9,19.8,19.4,1,1,151.3,0,0,41,1,0,0,44.7,57.9,3,1,93.4,1,88,1,0,1,0,1
44,88,0,97.34513,0,0.94230795,55,52,93.05019,153.66795,23,43,44,0.5,19,88,1,40,8,24,21,31,8,40,31,20,30,5,42,33,18,28,0,1,1,56,76,80,36,39.5,40,40,1,0,166.4,0,0,66,1,0,0,49.7,69.4,3,1,84.6,1,88,0,0,0,1,1
45,88,0,106.19469,0,0.8936654,53,18,109.26641,159.45946,138,18,70,1.3,46,88,1,44,10,66,35,33,10,44,58,33,30,7,46,62,34,34,0,1,1,34,70,52,30,25.1,30,30.5,1,0,161.7,0,0,62,1,0,0,50.1,72.2,3,1,97.2,1,88,0,0,1,1,1
46,88,0,132.74336,0,0.7624436,53,59,67.95367,142.85715,20,34,59,2.3,26,88,1,39,10,22,28,43,10,39,27,28,39,7,40,33,31,39,0,1,1,53,40,39,13.9,17.3,17.3,13.9,1,0,152.1,0,0,56,1,0,0,44.4,60.4,3,1,95.8,1,88,1,0,0,1,1
47,88,0,90.26549,0,0.8744346,41,32,85.328186,140.54054,18,21,41,1.2,17,88,1,59,4,104,69,41,3,60,90,64,41,2,5,77,64,41,0,1,0,98,108,99,51.6,49,53.9,50.2,1,1,180,0,0,105,1,0,0,55.3,81.5,3,1,96.2,1,88,0,0,1,1,1
48,88,0,78.76106,0,0.80543005,38,49,86.48649,149.03474,29,21,54,0.4,10,88,1,35,4,68,54,33,3,45,80,46,32,2,56,82,41,33,1,1,1,36,28,31,19.1,21.2,18.5,23.8,0,1,155.1,0,0,63,1,0,0,46.2,50.5,3,1,79,1,88,1,0,1,1,1
49,88,0,116.814156,0,1.2782809,46,21,72.97298,136.67953,17,39,101,0.9,16,88,1,14,26,68,45,25,29,14,71,37,20,24,15,73,35,22,0,1,1,48,48,52,35.9,40,35.5,39,1,1,162,0,0,78,1,0,0,48.2,75.6,3,1,100.2,1,88,0,0,1,1,1
50,88,0,167.25664,0,0.7115386,17,31,73.74518,150.19305,61,35,55,0.9,38,88,1,7,26,30,22,35,29,7,33,19,30,24,9,28,17,31,0,1,1,31,28,43,20.8,20.5,23.5,23.7,1,1,156.2,0,0,53,1,0,0,48.8,83.5,3,1,112.2,1,88,1,0,0,0,1
51,88,0,500,1,0.958145,32,12,52.895752,149.03474,32,42,71,4.2,23,88,1,15,10,42,26,33,10,15,34,34,36,7,17,43,29,33,0,1,1,32,38,37,40.5,39,39.5,39,1,0,169.3,0,0,95,1,0,0,52.3,73.8,3,1,97,1,88,0,0,0,1,1
52,88,0,345.13275,0,0.84502286,43,10,40.15444,112.74131,35,59,87,3.9,21,88,1,21,10,106,32,21,10,21,105,29,22,7,24,87,25,19,1,1,1,64,68,63,15.5,16,17,17.5,1,0,151.6,0,0,71,1,0,0,44.7,56.4,3,1,89.2,1,88,1,0,0,1,1
53,88,0,88.495575,0,0.98416317,76,42,84.555984,142.08495,39,43,76,0.3,20,88,1,30,4,50,33,28,3,30,55,31,27,2,32,48,28,26,1,1,1,50,59,48,31.5,31.1,33.2,32.7,1,1,169.9,0,0,106,1,0,0,51.7,68.7,3,1,83.8,1,88,0,1,1,0,0
54,88,0,75.22124,0,0.79524904,40,120,70.65637,156.75676,27,27,60,0.5,22,88,1,12,4,67,36,9,3,14,65,36,11,2,16,68,37,14,1,1,1,38,53,33,21.4,22.5,20.8,24.1,1,1,150.5,0,0,80,1,0,0,46.7,52.7,3,1,79.8,1,88,1,0,0,1,1
55,88,0,70.79646,0,0.88348436,27,88,111.583015,182.62549,18,18,50,0.5,17,88,1,45,26,27,23,42,29,46,30,30,44,24,48,38,36,47,0,1,1,32,34,25,26.5,31.1,28.3,29.7,1,1,162.7,0,0,71,1,0,0,49.9,57.7,3,1,83.6,1,88,1,4,0,1,1
56,88,0,155.75221,0,0.56900465,49,48,103.86101,174.13127,55,30,37,1.4,21,88,1,33,10,51,33,30,10,33,49,32,32,7,36,51,31,31,0,1,1,58,44,52,17.5,21.5,20,19.5,1,0,155.9,0,0,66,1,0,0,48.2,71.7,3,1,103.8,1,88,1,1,0,0,1
57,88,0,117.69911,0,0.5339368,30,93,108.49421,177.60619,52,25,46,1,22,88,1,58,26,65,58,32,29,58,67,52,28,24,3,67,55,29,0,1,1,34,36,52,20,13.7,20.9,22.4,1,1,157.9,0,0,72,1,0,0,47.1,74.3,3,1,100.7,1,88,1,4,0,1,1
58,88,0,173.45132,0,1.3495479,62,38,172.58687,242.47104,27,34,107,1.1,23,88,1,3,25,56,43,35,28,2,43,48,40,23,3,31,40,45,0,1,1,56,48,50,41.5,37.3,39.9,42.9,0,1,170.1,0,0,51,1,0,0,51.1,87.2,3,1,109.8,1,88,0,0,0,1,1
59,88,0,90.26549,0,0.6233033,40,82,99.6139,171.42857,16,27,47,0.7,23,88,1,41,25,51,30,22,28,42,46,31,21,23,44,46,26,20,0,1,1,44,44,41,26.6,0,29,0,1,1,156.4,0,0,83,1,0,0,50.6,66.5,3,1,101.1,1,88,1,0,0,1,1
60,88,0,209.73451,0,1.1809958,97,75,193.4363,289.18918,32,46,120,12,21,88,1,19,25,113,58,33,28,19,118,54,31,23,21,109,56,31,0,1,1,6,7,7,15,18.3,16.3,16.8,0,0,156.5,0,0,70,1,0,0,48.2,67.6,3,1,103.1,1,88,1,4,1,1,1
61,88,0,58.407078,0,0.7352943,39,88,91.89189,164.86487,20,27,58,0.6,21,88,1,51,26,55,22,26,29,51,56,27,29,24,53,53,22,27,1,1,1,29,38,31,19.2,22,20.5,21.7,1,1,150.6,0,0,77,1,0,0,47.1,40.2,3,1,90.8,1,88,1,4,0,1,1
62,88,0,207.07965,0,1.049774,39,75,67.95367,152.50966,18,28,54,2.2,23,88,1,60,8,53,48,31,8,60,53,43,33,5,3,52,44,35,0,1,1,56,44,33,17.4,17.5,20.8,19,1,0,159.9,0,0,77,1,0,0,49.3,50.6,3,1,69.2,1,88,1,4,0,0,1
63,88,0,115.04425,0,0.97624457,29,63,130.11583,209.26642,17,60,75,2.7,20,88,1,35,8,46,34,46,8,34,49,37,48,5,45,42,30,44,1,1,1,36,34,27,0,18,0,20.8,1,0,157.5,0,0,65,1,0,0,50.2,66.9,3,1,94.4,1,88,1,0,1,1,1
64,88,0,138.93805,0,0.8337106,30,74,137.45174,214.67181,20,32,56,0.3,17,88,1,8,4,29,27,21,3,8,35,32,21,2,9,29,30,21,0,1,0,66,81,80,42.9,44.2,45.1,40.3,1,1,178.2,0,0,106,1,0,0,54.7,75.5,3,1,98,1,88,0,0,0,1,1
65,88,0,226.54868,0,0.5282807,23,50,109.65251,198.8417,44,26,46,1.4,25,88,1,20,4,72,54,30,3,20,60,52,30,2,21,64,47,30,0,1,1,48,40,35,18.1,19.1,15.8,15.1,1,1,142.9,0,0,43,1,0,0,42.2,49.9,3,1,87.8,1,88,1,0,1,1,1
66,88,0,61.946903,0,0.6221721,31,94,68.33977,144.40155,18,9,34,0.2,16,88,1,26,4,26,27,41,3,26,37,28,39,2,27,37,27,39,0,1,1,34,34,35,12.2,10.1,13.4,12.3,1,0,148.7,0,0,57,1,0,0,44,40.2,3,1,69.4,1,88,1,4,0,0,1
67,88,0,241.59293,0,0.728507,13,61,114.28571,189.57529,18,30,36,3.1,11,88,1,28,10,44,30,38,10,28,44,32,29,7,30,34,33,40,0,1,1,56,1,55,35.7,38.6,37.6,31.5,1,1,170.4,0,0,111,1,0,0,50.7,66.3,3,1,87.2,1,88,0,0,0,1,2
68,88,0,292.92035,0,0.5339368,25,36,82.23938,166.02316,67,17,28,1.9,15,88,1,20,8,61,35,47,8,20,64,39,48,5,21,53,32,52,0,1,1,36,24,31,15.1,17.9,16.4,17.1,1,0,155.3,0,0,51,1,0,0,46.2,60.2,3,1,96.4,1,88,1,0,0,1,1
69,88,0,84.07079,0,0.8359731,41,62,69.49807,149.42085,35,23,39,0.9,15,88,1,50,10,33,32,26,10,50,46,36,30,7,51,38,32,28,1,1,1,48,28,24,37.2,40.1,41.8,39,1,0,168.1,0,0,86,1,0,0,52.3,65.4,3,1,86,1,88,0,0,0,1,2
70,88,0,173.45132,0,0.52262455,31,27,76.061775,145.55984,52,11,41,2,23,88,1,46,10,76,57,72,10,56,89,62,69,7,58,78,53,69,0,1,1,25,34,33,18.3,22.1,15,16.1,1,0,157.6,0,0,80,1,0,0,48.3,61.7,3,1,89.4,1,88,1,0,0,0,1
71,88,0,278.76105,0,0.7601812,30,32,60.61776,142.47104,27,23,42,3.4,21,88,1,14,8,57,46,40,8,14,53,40,36,5,16,59,41,38,0,1,1,58,57,63,26.5,25.9,26,26.9,1,1,158.1,0,0,50,1,0,0,48.6,76,3,1,102.4,1,88,1,1,0,0,0
72,88,0,164.60178,0,0.8868781,16,31,106.177605,177.99228,16,42,59,1.4,18,88,1,18,26,64,53,41,29,19,82,53,34,24,20,78,53,35,1,1,0,50,63,65,30.2,37.8,28.9,30.8,1,1,162.8,0,0,92,1,0,0,49.4,54.7,3,1,77.2,1,88,0,0,0,1,1
73,88,0,158.40707,0,0.68665177,49,78,96.5251,221.23552,46,19,36,1.3,19,88,1,36,26,30,31,42,29,35,35,30,42,24,37,35,30,42,0,1,1,44,49,46,21,26.8,22.7,24,1,1,158.2,0,0,71,1,0,0,48.2,57.6,3,1,88.2,1,88,1,0,0,1,0
74,88,0,69.02655,0,0.83031696,55,69,77.22008,147.10425,23,27,51,0.8,15,88,1,35,25,40,35,15,28,45,41,35,11,23,56,44,34,13,0,1,0,60,63,71,31.7,31.6,31,35.1,0,1,163.2,0,0,83,1,0,0,50.3,50.8,3,1,69,1,88,0,1,0,1,1
75,88,0,81.41593,0,0.64027166,42,90,141.31274,218.53282,55,21,43,0.6,17,88,1,47,24,59,29,23,27,46,73,31,21,22,48,72,29,21,0,1,1,68,81,65,22,25.8,22.4,28.6,0,1,159.9,0,0,94,1,0,0,50.1,57.9,3,1,91.3,1,88,0,4,0,1,1
76,88,0,76.10619,0,0.687783,74,87,125.48263,196.5251,52,19,68,12.5,23,88,1,49,25,69,34,30,28,48,59,35,30,23,50,63,27,30,0,1,1,31,38,31,8.9,15,14.8,18.6,1,1,146.9,0,0,30,1,0,0,41.3,48.6,3,1,78.9,1,88,1,4,0,0,1
77,88,0,98.23009,0,0.82013595,28,56,110.810814,175.67567,55,17,81,3.9,26,88,1,32,25,118,47,28,28,35,112,49,29,23,37,113,43,25,0,1,1,20,21,9,10.7,9.8,10.6,11.4,1,0,156.4,0,0,66,1,0,0,49,60.9,3,1,97.2,1,88,1,4,1,0,1
78,88,0,168.14159,0,0.79298663,31,66,104.63321,191.5058,39,32,60,1.5,23,88,1,53,5,40,21,26,4,53,53,25,25,3,54,41,20,24,1,1,1,40,59,54,23.9,26.1,23.5,25.8,1,1,158.4,0,0,77,1,0,0,50.3,55.9,3,1,87,1,88,0,0,0,0,1
79,88,0,176.1062,0,1.9785073,92,33,114.28571,183.39769,49,56,130,2.2,33,88,1,31,8,42,27,60,8,32,41,31,55,5,36,34,29,54,0,1,1,42,49,31,0,19.7,0,21.5,1,1,156.7,0,0,85,1,0,0,46.2,85.5,3,1,114.6,1,88,1,0,0,1,1
80,88,0,112.38938,0,0.94230795,48,56,99.2278,170.65637,16,37,49,1.8,17,88,1,47,5,49,39,35,4,47,46,41,36,3,49,56,37,34,1,1,1,51,81,80,0,33,0,39.9,1,1,168.5,0,0,90,1,0,0,50.9,66.8,3,1,90.8,1,88,0,1,1,1,1
81,88,0,64.60177,0,0.8122174,40,64,149.80695,214.28572,35,35,50,1,27,88,1,12,25,79,41,22,28,11,86,37,23,23,14,78,35,22,0,1,0,70,76,74,43,45,44.9,45,1,1,177.4,0,0,121,1,0,0,54.6,87,3,1,99.1,1,88,0,0,1,1,1
82,88,0,62.83186,0,0.74208164,45,90,70.65637,142.47104,21,22,46,0.5,22,88,1,7,25,93,51,27,28,7,94,50,26,23,8,89,49,26,0,1,1,73,76,67,21.9,25,24.9,25.8,1,1,160.5,0,0,77,1,0,0,50.8,70.6,3,1,102.4,1,88,1,0,1,1,1
83,88,0,144.24779,0,0.6108599,54,77,75.28957,159.07336,44,16,40,0.8,20,88,1,40,4,48,42,40,3,41,50,41,35,2,44,38,37,38,0,1,1,29,24,27,10.1,14.9,13.1,12,0,1,153.8,0,0,35,1,0,0,45.7,61.8,3,1,95,1,88,1,0,0,1,1
84,88,0,113.27434,0,0.66628975,32,98,131.66023,220.07722,15,32,50,0.7,18,88,1,56,26,17,19,33,3,0,21,17,34,2,12,16,13,33,1,1,1,51,59,55,19.9,23.5,22.1,21.5,1,1,154.1,0,0,61,1,0,0,45.5,56.7,3,1,84.8,1,88,1,1,0,1,1
85,87,0,65.486725,0,0.9366518,35,87,128.95753,201.15831,21,33,46,1.4,23,87,1,19,4,20,21,50,3,19,18,23,50,2,22,12,20,51,0,1,1,53,59,55,45.2,40.5,44.6,42.8,1,1,174,0,0,113,1,0,0,53.8,62.5,0,1,78.2,1,87,0,0,0,1,1
86,87,0,156.63716,0,0.56334853,54,49,147.87645,217.76062,75,34,62,3.3,35,87,1,23,4,57,27,23,3,24,46,39,21,2,25,40,35,22,1,1,1,29,49,41,26.1,28.1,24.9,28.1,1,1,157.9,0,0,70,1,0,0,50.2,74.5,0,1,97.2,1,87,1,0,1,1,1
87,87,0,130.97345,0,1.5656112,64,19,97.683395,157.14285,64,68,132,19,20,87,1,42,26,11,19,38,29,47,8,16,38,24,50,12,16,40,0,1,1,0,0,0,10.2,13.7,9.3,16.2,0,1,154.1,0,0,51,1,0,0,47.2,71,0,1,100.8,1,87,1,4,0,1,1
88,87,0,206.19469,0,0.8269233,51,37,88.03089,161.00386,32,44,64,2.5,23,87,1,57,4,34,29,32,3,57,36,32,29,2,2,35,31,34,1,1,1,98,105,98,38.5,38.7,40.1,39.9,1,1,161.1,0,0,84,1,0,0,48.4,70.5,0,1,97.4,1,87,0,0,0,1,1
89,87,0,173.45132,0,0.61990964,37,20,79.53668,142.47104,23,42,55,2.1,17,87,1,26,26,43,41,22,29,25,36,38,20,24,27,38,33,22,0,1,1,44,48,46,26,27,26,24.8,1,1,158.7,0,0,46,1,0,0,46.5,69,0,1,97.2,1,87,1,0,1,1,1
90,87,0,147.78761,0,0.7624436,35,75,118.53282,198.4556,35,40,54,0.9,22,87,1,1,4,57,43,32,3,0,72,52,38,2,12,61,51,40,0,1,1,62,59,46,31.5,27.1,32,27,1,1,157.7,0,0,87,1,0,0,50.7,60.8,0,1,91.6,1,87,0,0,0,1,0
91,87,0,184.95575,0,0.5972852,27,60,130.88803,224.71043,44,26,95,1.3,29,87,1,35,4,53,38,32,3,56,48,36,32,2,57,42,30,32,1,1,1,27,38,33,26.6,26.9,26,24.8,1,1,150.6,0,0,45,1,0,0,45.8,68,0,1,93.4,1,87,1,0,0,1,1
